Account_No,Age,Gender,EducationLevel,Marital_Status,Account_Type,No_Of_Linked_Accounts,No_Of_Months_On_Bank,Has_Credit_Card,Credit_Score,Estimated_Income,Balance_Amount
4998370817,52,Male,Graduate,Unknown,Savings,2,33,Yes,465,60K - 80K,548208335.2
4998370818,52,Female,Graduate,Married,Savings,2,39,No,628,Less than 40K,546773618.2
4998370819,52,Female,High School,Married,Savings,1,43,Yes,678,40K - 60K,545205285.7
4998370820,44,Female,Graduate,Married,Savings,1,61,Yes,570,Less than 40K,543458881.6
4998370821,48,Female,College,Single,Savings,1,37,Yes,815,40K - 60K,541411198.2
4998370822,51,Male,Uneducated,Single,Savings,2,37,Yes,817,60K - 80K,540036076.6
4998370823,53,Female,High School,Married,Savings,1,35,Yes,717,Less than 40K,539457680.5
4998370824,46,Female,Graduate,Married,Savings,2,53,No,641,Less than 40K,539443717.8
4998370825,44,Male,Graduate,Married,Savings,2,51,Yes,624,40K - 60K,547643717.8
4998370826,49,Female,Graduate,Unknown,Savings,1,49,Yes,579,40K - 60K,547635548.9
4998370827,48,Female,Graduate,Unknown,Savings,1,38,Yes,698,Less than 40K,545625125.8
4998370828,48,Male,College,Single,Savings,2,32,No,645,60K - 80K,544060510
4998370829,38,Female,Graduate,Divorced,Savings,2,34,Yes,691,Unknown,548060510
4998370830,34,Female,Post-Graduate,Single,Savings,1,34,Yes,638,Less than 40K,547378823.6
4998370831,46,Female,Unknown,Single,Savings,1,31,No,705,Less than 40K,545919215.8
4998370832,45,Male,Graduate,Single,Savings,2,33,Yes,720,60K - 80K,541390658.3
4998370833,33,Female,Graduate,Single,Savings,1,44,Yes,553,Less than 40K,539266670.4
4998370834,43,Female,High School,Divorced,Savings,2,29,No,658,40K - 60K,537585772.8
4998370835,61,Female,Unknown,Married,Savings,3,32,Yes,648,Less than 40K,537601761.4
4998370836,47,Female,High School,Single,Savings,2,45,Yes,636,40K - 60K,536937091.4
4998370837,41,Female,College,Unknown,Savings,1,41,Yes,527,Unknown,547537091.4
4998370838,45,Female,Uneducated,Married,Savings,2,28,No,717,Less than 40K,545953819.2
4998370839,50,Male,College,Single,Savings,1,39,No,614,40K - 60K,541541095
4998370840,57,Male,Graduate,Single,Savings,1,43,Yes,737,120K +,541600925.7
4998370841,45,Female,College,Single,Savings,1,51,No,587,Unknown,541597955.7
4998370842,50,Female,Graduate,Divorced,Savings,1,35,Yes,682,Less than 40K,541628369.6
4998370843,51,Female,Doctorate,Married,Savings,1,38,Yes,710,Less than 40K,541065270.8
4998370844,53,Female,Uneducated,Divorced,Savings,2,42,Yes,507,Less than 40K,539335829.2
4998370845,55,Female,Graduate,Married,Savings,1,33,No,609,Less than 40K,546035829.2
4998370846,40,Female,High School,Married,Savings,2,32,Yes,786,Unknown,548035829.2
4998370847,52,Female,College,Married,Savings,1,38,Yes,688,Less than 40K,548021096.3
4998370848,48,Male,Unknown,Married,Savings,2,38,Yes,710,60K - 80K,546937421.2
4998370849,44,Female,Unknown,Single,Savings,2,33,Yes,779,Unknown,545052314.6
4998370850,60,Female,Graduate,Single,Savings,1,44,No,733,Unknown,543971016.2
4998370851,65,Female,Unknown,Single,Savings,2,26,Yes,583,Less than 40K,543543699.1
4998370852,46,Female,High School,Single,Savings,2,41,Yes,627,Less than 40K,543541885.5
4998370853,62,Male,High School,Single,Savings,2,31,Yes,666,60K - 80K,547541885.5
4998370854,47,Female,College,Married,Savings,2,38,Yes,620,Less than 40K,548041885.5
4998370855,50,Male,Post-Graduate,Divorced,Savings,2,39,Yes,614,40K - 60K,548039823.1
4998370856,43,Male,Doctorate,Unknown,Savings,2,40,Yes,606,60K - 80K,548037821.5
4998370857,45,Female,Unknown,Married,Savings,2,39,Yes,700,Less than 40K,548052554.4
4998370858,46,Male,College,Single,Savings,1,34,Yes,677,120K +,546488869
4998370859,38,Female,Doctorate,Married,Savings,1,36,Yes,850,Less than 40K,544785866.7
4998370860,49,Male,College,Single,Savings,1,35,Yes,564,Less than 40K,543452456.5
4998370861,47,Male,College,Married,Savings,1,56,Yes,771,60K - 80K,548252456.5
4998370862,47,Female,Unknown,Married,Savings,1,42,Yes,620,Less than 40K,547764814.2
4998370863,55,Female,Uneducated,Divorced,Savings,1,46,Yes,610,Less than 40K,546051946.2
4998370864,62,Male,Graduate,Single,Savings,2,39,Yes,609,60K - 80K,544268579.9
4998370865,55,Male,Uneducated,Single,Savings,1,35,No,683,60K - 80K,543138984.2
4998370866,33,Male,Unknown,Married,Savings,1,42,No,633,60K - 80K,542720188.8
4998370867,41,Female,Uneducated,Single,Savings,2,28,Yes,676,40K - 60K,547720188.8
4998370868,54,Female,Unknown,Married,Savings,2,38,Yes,693,Less than 40K,548220188.8
4998370869,55,Male,Post-Graduate,Unknown,Savings,2,36,Yes,709,120K +,546194063.7
4998370870,43,Female,Unknown,Single,Savings,3,35,Yes,569,40K - 60K,544683743.3
4998370871,52,Male,Graduate,Married,Savings,3,38,Yes,684,80K - 120K,542590473.3
4998370872,47,Female,Unknown,Single,Savings,1,34,Yes,565,Less than 40K,538005238.6
4998370873,52,Female,Unknown,Single,Savings,1,29,Yes,681,Less than 40K,532459326.9
4998370874,45,Female,High School,Married,Savings,2,36,Yes,503,40K - 60K,547459326.9
4998370875,50,Female,Unknown,Single,Savings,2,40,Yes,656,Unknown,548259326.9
4998370876,44,Male,Graduate,Single,Savings,1,65,Yes,566,40K - 60K,547470308.6
4998370877,42,Female,Unknown,Married,Savings,1,62,Yes,592,Less than 40K,548259326.9
4998370878,53,Female,Post-Graduate,Divorced,Savings,2,50,Yes,687,Unknown,546045908.5
4998370879,51,Male,College,Married,Savings,2,22,No,686,80K - 120K,545341293.5
4998370880,52,Male,College,Married,Savings,2,30,Yes,616,120K +,543345117.3
4998370881,52,Female,High School,Married,Savings,2,67,Yes,494,Less than 40K,541010086.6
4998370882,50,Female,Unknown,Married,Savings,1,38,No,534,40K - 60K,539113598.4
4998370883,38,Male,College,Married,Savings,2,31,No,695,60K - 80K,548213598.4
4998370884,50,Female,High School,Married,Savings,2,31,Yes,579,40K - 60K,547602195.7
4998370885,51,Female,Doctorate,Single,Savings,2,38,Yes,432,Unknown,547598212
4998370886,48,Male,Graduate,Single,Savings,2,25,Yes,816,60K - 80K,547083283.5
4998370887,47,Male,Unknown,Married,Savings,2,37,Yes,730,60K - 80K,545339999.6
4998370888,51,Female,Doctorate,Divorced,Savings,2,35,Yes,593,Unknown,543128789.9
4998370889,36,Female,Uneducated,Single,Savings,1,37,No,715,Unknown,540881200.3
4998370890,45,Female,Post-Graduate,Married,Savings,2,25,Yes,775,Unknown,540872299.3
4998370891,53,Female,Graduate,Single,Savings,2,38,Yes,539,Less than 40K,548172299.3
4998370892,54,Female,Uneducated,Married,Savings,2,19,No,576,Unknown,548162402.2
4998370893,53,Female,Graduate,Married,Savings,1,50,Yes,617,Less than 40K,548162225.7
4998370894,47,Female,Doctorate,Single,Savings,1,40,Yes,688,Less than 40K,548152398.8
4998370895,51,Female,Graduate,Married,Savings,1,33,No,608,Unknown,545807118.3
4998370896,40,Female,College,Single,Savings,3,35,No,597,Less than 40K,543993864.8
4998370897,43,Male,Post-Graduate,Single,Savings,1,42,Yes,670,60K - 80K,542168657.5
4998370898,50,Female,Graduate,Single,Savings,1,57,Yes,616,Less than 40K,541478652.4
4998370899,53,Female,Doctorate,Single,Savings,1,50,No,579,Unknown,541468825.4
4998370900,59,Female,High School,Single,Savings,2,37,Yes,786,Less than 40K,547568825.4
4998370901,49,Female,Unknown,Single,Savings,1,44,Yes,704,Unknown,547578652.4
4998370902,47,Female,Graduate,Married,Savings,1,50,Yes,796,40K - 60K,545881358.1
4998370903,56,Male,Graduate,Single,Savings,2,39,Yes,598,60K - 80K,543657622.4
4998370904,48,Female,Unknown,Married,Savings,1,49,No,602,Unknown,541874859
4998370905,55,Male,High School,Divorced,Savings,1,58,Yes,619,80K - 120K,541863539.2
4998370906,34,Female,Graduate,Single,Savings,1,52,Yes,492,40K - 60K,548163539.2
4998370907,58,Female,High School,Married,Savings,3,41,Yes,641,Unknown,547450410.7
4998370908,39,Female,College,Married,Savings,1,27,Yes,518,40K - 60K,545303280.5
4998370909,47,Female,Graduate,Married,Savings,3,40,Yes,623,Less than 40K,543417278.1
4998370910,47,Female,Uneducated,Single,Savings,2,28,No,733,Less than 40K,541237688
4998370911,37,Female,High School,Married,Savings,1,42,Yes,625,40K - 60K,536060348
4998370912,41,Female,Uneducated,Unknown,Savings,1,31,Yes,759,40K - 60K,531253756.2
4998370913,50,Female,Graduate,Married,Savings,1,32,Yes,604,Less than 40K,529048566.8
4998370914,46,Female,College,Unknown,Savings,2,46,Yes,512,Unknown,528402172.6
4998370915,53,Female,Uneducated,Single,Savings,1,29,Yes,520,Unknown,543402172.6
4998370916,53,Female,Doctorate,Married,Savings,2,26,Yes,805,Less than 40K,547402172.6
4998370917,59,Female,Unknown,Married,Savings,1,43,Yes,626,Unknown,547399195.3
4998370918,63,Male,Doctorate,Single,Savings,1,38,Yes,656,Unknown,545085380.1
4998370919,41,Female,Doctorate,Divorced,Savings,2,41,Yes,785,Less than 40K,541925447.8
4998370920,51,Female,Graduate,Married,Current,2,31,No,553,Less than 40K,539502058.8
4998370921,38,Female,Graduate,Married,Savings,2,44,No,569,Less than 40K,538669752.2
4998370922,40,Female,Doctorate,Married,Savings,1,38,No,670,Less than 40K,547369752.2
4998370923,51,Female,Doctorate,Single,Savings,2,42,Yes,586,Less than 40K,547365999.8
4998370924,41,Male,Graduate,Single,Savings,1,45,Yes,617,80K - 120K,547365790.3
4998370925,58,Female,High School,Single,Savings,1,60,Yes,508,Less than 40K,545219163.8
4998370926,33,Female,Graduate,Single,Savings,2,35,Yes,624,Less than 40K,547642552.9
4998370927,38,Female,Graduate,Single,Savings,1,29,Yes,654,Less than 40K,545778976.2
4998370928,42,Female,Post-Graduate,Married,Savings,2,44,Yes,681,Less than 40K,543208865.2
4998370929,44,Female,High School,Single,Savings,2,28,No,578,Less than 40K,542251858.5
4998370930,44,Female,Graduate,Unknown,Savings,2,37,Yes,621,Less than 40K,542246618.5
4998370931,47,Female,College,Married,Savings,1,40,Yes,632,Unknown,548246618.5
4998370932,41,Male,Uneducated,Married,Savings,1,44,Yes,644,80K - 120K,546800415.2
4998370933,47,Male,Uneducated,Single,Savings,2,28,Yes,821,120K +,546788547.2
4998370934,48,Male,Graduate,Married,Savings,2,38,No,754,80K - 120K,547788547.2
4998370935,54,Male,Unknown,Married,Savings,1,27,No,568,60K - 80K,545674161.3
4998370936,59,Female,Graduate,Unknown,Savings,2,33,No,584,Less than 40K,543216049.9
4998370937,33,Female,Uneducated,Unknown,Savings,2,29,Yes,549,40K - 60K,541356994
4998370938,44,Female,College,Single,Savings,2,38,No,729,Less than 40K,540647750.4
4998370939,43,Female,Graduate,Single,Savings,1,61,Yes,523,40K - 60K,540646742.8
4998370940,42,Male,Unknown,Single,Savings,2,24,No,477,80K - 120K,548246742.8
4998370941,41,Female,Graduate,Married,Savings,2,42,Yes,675,40K - 60K,546226995.1
4998370942,55,Female,High School,Single,Savings,1,41,Yes,782,40K - 60K,543393895.9
4998370943,50,Male,Post-Graduate,Married,Savings,1,36,Yes,616,80K - 120K,541808150.5
4998370944,53,Female,Graduate,Married,Savings,1,37,Yes,738,Unknown,541078140.8
4998370945,33,Male,High School,Married,Savings,1,42,Yes,717,80K - 120K,541070650.4
4998370946,51,Male,Unknown,Single,Savings,1,35,Yes,526,80K - 120K,548170650.4
4998370947,58,Female,High School,Single,Savings,1,19,Yes,660,Unknown,545084629.4
4998370948,45,Male,High School,Unknown,Savings,1,35,No,525,80K - 120K,543268693.7
4998370949,56,Female,Graduate,Single,Savings,2,29,Yes,629,Less than 40K,540728000.7
4998370950,44,Female,High School,Single,Savings,1,36,Yes,616,Less than 40K,535562731.4
4998370951,48,Female,Graduate,Single,Savings,1,61,Yes,521,Less than 40K,533260962.8
4998370952,53,Male,High School,Single,Savings,2,29,No,691,80K - 120K,527521495.1
4998370953,55,Female,High School,Married,Savings,1,41,Yes,687,Less than 40K,527521524.6
4998370954,49,Male,College,Married,Savings,2,43,Yes,677,60K - 80K,532521524.6
4998370955,64,Male,Graduate,Single,Savings,1,63,Yes,695,Less than 40K,531820283.1
4998370956,47,Male,Uneducated,Single,Savings,2,27,Yes,663,60K - 80K,546820283.1
4998370957,56,Female,Uneducated,Married,Savings,1,30,No,496,Unknown,547520283.1
4998370958,60,Female,College,Divorced,Savings,1,41,Yes,747,Less than 40K,547520273.3
4998370959,59,Female,Graduate,Single,Savings,1,52,Yes,546,Less than 40K,545631057.9
4998370960,50,Male,Graduate,Married,Savings,1,68,Yes,706,80K - 120K,542401924.2
4998370961,59,Female,Graduate,Single,Savings,2,26,Yes,472,Unknown,540584928
4998370962,52,Male,Unknown,Married,Savings,2,40,No,703,80K - 120K,548184928
4998370963,48,Female,Doctorate,Divorced,Savings,2,38,Yes,850,Unknown,547526138.7
4998370964,46,Female,College,Married,Savings,1,71,No,667,Less than 40K,547525629.6
4998370965,49,Female,High School,Married,Savings,2,33,Yes,559,Less than 40K,547522576.8
4998370966,44,Female,College,Divorced,Savings,1,60,Yes,636,Unknown,548222576.8
4998370967,40,Male,High School,Married,Savings,2,34,Yes,672,80K - 120K,545999744
4998370968,44,Male,Doctorate,Married,Savings,1,42,No,667,120K +,542720667.5
4998370969,39,Male,Graduate,Single,Savings,2,33,No,648,120K +,540866574.6
4998370970,43,Male,Uneducated,Divorced,Savings,2,32,Yes,497,80K - 120K,548266574.6
4998370971,37,Female,High School,Single,Savings,2,73,No,743,Unknown,547639861.7
4998370972,35,Male,Doctorate,Married,Savings,2,29,Yes,619,80K - 120K,547637833.8
4998370973,31,Female,Unknown,Single,Savings,2,34,No,639,Less than 40K,545415427.4
4998370974,53,Female,Graduate,Married,Savings,2,28,No,540,Less than 40K,543655468.4
4998370975,49,Female,Graduate,Married,Savings,1,26,Yes,766,Less than 40K,548255468.4
4998370976,49,Female,Graduate,Married,Savings,2,26,No,749,Less than 40K,548255160
4998370977,41,Female,Graduate,Married,Savings,1,32,Yes,655,Less than 40K,547732860.8
4998370978,43,Male,High School,Single,Savings,2,33,Yes,630,60K - 80K,545715664.8
4998370979,44,Female,Unknown,Divorced,Savings,2,33,Yes,778,Less than 40K,546019351.8
4998370980,48,Female,Graduate,Single,Savings,1,30,No,757,Less than 40K,548019351.8
4998370981,41,Male,Graduate,Unknown,Current,1,39,Yes,529,40K - 60K,546283683.2
4998370982,40,Male,High School,Unknown,Savings,2,29,Yes,620,40K - 60K,543997925.5
4998370983,44,Female,Uneducated,Single,Savings,1,61,Yes,615,Unknown,542370773
4998370984,44,Male,Unknown,Married,Savings,1,25,No,735,40K - 60K,542368797.7
4998370985,48,Male,College,Married,Savings,1,47,No,705,Less than 40K,548268797.7
4998370986,40,Male,Unknown,Single,Savings,1,46,No,644,60K - 80K,547628118.8
4998370987,34,Female,College,Single,Savings,2,37,No,505,Less than 40K,545013206.2
4998370988,44,Female,Unknown,Married,Savings,2,23,Yes,471,Unknown,543743069
4998370989,44,Female,Uneducated,Single,Savings,1,50,Yes,722,Less than 40K,547743069
4998370990,41,Female,Graduate,Single,Savings,2,39,Yes,577,Less than 40K,548243069
4998370991,34,Female,College,Single,Savings,1,44,Yes,744,Less than 40K,548255822.6
4998370992,41,Female,Graduate,Married,Savings,2,30,Yes,573,Less than 40K,546787857.9
4998370993,37,Female,Graduate,Single,Savings,1,32,No,653,Less than 40K,541837341.1
4998370994,55,Male,Unknown,Divorced,Savings,1,31,No,660,120K +,540085495
4998370995,49,Female,Graduate,Single,Savings,2,46,Yes,787,Unknown,539469623.7
4998370996,40,Female,Graduate,Single,Savings,2,41,No,617,Unknown,538838463.9
4998370997,36,Female,College,Single,Savings,2,39,No,567,Less than 40K,533325573.1
4998370998,53,Female,High School,Single,Savings,2,64,Yes,682,Less than 40K,548225573.1
4998370999,46,Female,Graduate,Married,Savings,1,35,Yes,684,40K - 60K,546041256.9
4998371000,55,Female,Graduate,Single,Savings,4,41,Yes,447,Unknown,543581507
4998371001,47,Male,Graduate,Married,Current,1,49,Yes,625,80K - 120K,543579837.6
4998371002,52,Female,Graduate,Married,Savings,2,36,Yes,585,Less than 40K,541925772.2
4998371003,44,Female,Doctorate,Divorced,Savings,1,42,Yes,516,Less than 40K,541480951.1
4998371004,51,Female,High School,Single,Savings,1,45,Yes,732,40K - 60K,546480951.1
4998371005,34,Female,Unknown,Married,Savings,2,40,Yes,628,Less than 40K,547480951.1
4998371006,46,Female,High School,Unknown,Savings,1,48,Yes,682,40K - 60K,547980951.1
4998371007,37,Female,Graduate,Single,Savings,2,25,No,746,40K - 60K,545753147.4
4998371008,47,Male,Unknown,Single,Savings,2,60,Yes,655,120K +,543115421.6
4998371009,36,Female,Unknown,Single,Savings,1,39,Yes,644,Less than 40K,541464391.2
4998371010,47,Male,Uneducated,Single,Savings,2,34,No,778,60K - 80K,541463896.2
4998371011,57,Female,Uneducated,Single,Savings,1,35,Yes,617,Less than 40K,548263896.2
4998371012,46,Female,High School,Single,Savings,1,35,Yes,660,Less than 40K,547692439.1
4998371013,57,Female,Graduate,Single,Savings,2,47,No,537,Less than 40K,548192439.1
4998371014,45,Female,Graduate,Divorced,Savings,2,39,Yes,554,Unknown,545444135.3
4998371015,50,Male,Graduate,Married,Savings,2,31,No,806,120K +,543827902.2
4998371016,53,Female,Graduate,Single,Savings,2,37,No,611,Less than 40K,541703899.1
4998371017,43,Female,Graduate,Single,Current,1,37,No,665,40K - 60K,541065321.6
4998371018,36,Male,Post-Graduate,Married,Savings,2,37,Yes,648,Less than 40K,547565321.6
4998371019,56,Female,College,Married,Savings,1,27,No,692,Less than 40K,545544630.2
4998371020,46,Male,College,Married,Savings,1,46,Yes,507,40K - 60K,543287639
4998371021,53,Female,Graduate,Divorced,Savings,2,49,Yes,696,Less than 40K,541774493.8
4998371022,55,Male,Unknown,Single,Savings,2,34,No,681,60K - 80K,541773305.3
4998371023,52,Female,Graduate,Married,Savings,2,26,Yes,687,40K - 60K,541192512.7
4998371024,53,Female,High School,Married,Savings,1,40,Yes,641,40K - 60K,547692512.7
4998371025,40,Female,High School,Single,Savings,1,33,No,507,Less than 40K,547688935.1
4998371026,42,Male,Graduate,Single,Savings,1,46,Yes,688,60K - 80K,548188935.1
4998371027,43,Female,Graduate,Married,Savings,1,38,No,535,Unknown,548017695.2
4998371028,40,Female,Uneducated,Single,Savings,2,41,Yes,701,Less than 40K,545421415.5
4998371029,49,Female,Post-Graduate,Married,Savings,1,43,Yes,488,Less than 40K,543612898.4
4998371030,47,Male,Unknown,Married,Savings,2,29,Yes,539,120K +,546612898.4
4998371031,42,Female,Graduate,Unknown,Savings,1,45,Yes,674,Less than 40K,547612898.4
4998371032,45,Female,High School,Single,Savings,2,40,Yes,538,Unknown,548112898.4
4998371033,60,Male,Graduate,Single,Savings,1,22,Yes,829,40K - 60K,547657912.8
4998371034,44,Female,Graduate,Single,Savings,1,54,Yes,768,40K - 60K,547659448.8
4998371035,46,Male,High School,Single,Savings,2,44,No,585,80K - 120K,547659437.3
4998371036,45,Female,Uneducated,Single,Savings,2,31,No,581,Less than 40K,548159437.3
4998371037,42,Male,Graduate,Married,Savings,2,35,Yes,682,60K - 80K,546609998.2
4998371038,49,Male,College,Married,Savings,1,38,Yes,653,120K +,541226194.5
4998371039,58,Female,Unknown,Married,Savings,1,30,Yes,712,Less than 40K,539930396.3
4998371040,53,Male,High School,Married,Savings,1,34,Yes,620,120K +,537449098.9
4998371041,44,Male,Uneducated,Single,Savings,1,42,No,709,40K - 60K,540449098.9
4998371042,61,Female,College,Married,Savings,1,61,No,832,Unknown,545449098.9
4998371043,49,Female,Unknown,Married,Savings,1,38,No,635,Less than 40K,541461238.5
4998371044,37,Female,High School,Single,Savings,1,43,Yes,749,Less than 40K,544261238.5
4998371045,43,Female,High School,Single,Savings,2,32,Yes,629,Less than 40K,547261238.5
4998371046,38,Female,High School,Single,Savings,1,41,Yes,836,Unknown,548261238.5
4998371047,44,Male,High School,Single,Savings,1,34,No,542,60K - 80K,546813339
4998371048,60,Male,High School,Single,Current,1,45,No,645,40K - 60K,547813339
4998371049,59,Female,Post-Graduate,Single,Savings,2,29,No,844,40K - 60K,545053874.1
4998371050,37,Female,High School,Single,Savings,3,37,Yes,747,40K - 60K,542224084.7
4998371051,48,Female,Unknown,Unknown,Savings,1,40,Yes,645,40K - 60K,540480917.1
4998371052,60,Female,Unknown,Single,Savings,2,36,Yes,752,Unknown,539902723.6
4998371053,48,Female,Graduate,Single,Savings,2,41,No,760,Less than 40K,539884924.2
4998371054,39,Female,Uneducated,Single,Savings,2,45,Yes,714,Unknown,539881589.5
4998371055,52,Female,High School,Married,Savings,1,50,Yes,717,Less than 40K,547581589.5
4998371056,42,Female,High School,Married,Savings,2,28,Yes,645,Less than 40K,548081589.5
4998371057,60,Female,Uneducated,Single,Savings,2,32,Yes,681,Unknown,548078335.5
4998371058,52,Male,Graduate,Single,Savings,2,44,No,681,40K - 60K,545821546.4
4998371059,44,Female,High School,Married,Savings,2,37,No,679,40K - 60K,542967262.1
4998371060,36,Female,Uneducated,Married,Savings,1,23,Yes,528,Less than 40K,541442825.5
4998371061,49,Female,Graduate,Married,Savings,2,31,Yes,710,40K - 60K,540838542.8
4998371062,42,Female,High School,Married,Savings,1,39,Yes,733,Less than 40K,540835162.5
4998371063,48,Male,Graduate,Married,Savings,2,32,Yes,724,80K - 120K,540831300.6
4998371064,36,Female,College,Unknown,Savings,1,34,Yes,726,Unknown,540828086.7
4998371065,45,Female,Uneducated,Divorced,Savings,2,30,Yes,520,Less than 40K,540825812.2
4998371066,40,Male,Graduate,Divorced,Savings,1,40,Yes,556,40K - 60K,541425812.2
4998371067,48,Female,Post-Graduate,Unknown,Savings,2,45,No,579,Less than 40K,548225812.2
4998371068,54,Female,Unknown,Married,Savings,1,36,No,674,Unknown,545393498
4998371069,32,Female,Post-Graduate,Married,Savings,1,29,Yes,570,40K - 60K,543715386.1
4998371070,34,Female,Uneducated,Single,Savings,1,51,Yes,631,Less than 40K,542052121
4998371071,46,Female,College,Divorced,Savings,1,44,No,623,Less than 40K,541504205.7
4998371072,47,Male,Uneducated,Single,Savings,1,35,Yes,665,40K - 60K,546004205.7
4998371073,48,Female,Graduate,Divorced,Savings,1,36,No,523,40K - 60K,548004205.7
4998371074,52,Male,Doctorate,Single,Current,2,31,Yes,706,40K - 60K,545652104.6
4998371075,45,Male,Uneducated,Married,Savings,1,49,Yes,619,120K +,543946647.1
4998371076,46,Female,Unknown,Single,Savings,1,39,Yes,593,Less than 40K,543283744.2
4998371077,36,Female,Graduate,Married,Savings,1,66,Yes,608,Less than 40K,543281775.5
4998371078,42,Female,High School,Married,Savings,2,36,Yes,526,Less than 40K,548181775.5
4998371079,39,Female,Graduate,Married,Savings,1,40,Yes,684,Less than 40K,548132902.6
4998371080,43,Female,Uneducated,Divorced,Savings,1,42,Yes,604,Less than 40K,547617940.3
4998371081,48,Female,Doctorate,Married,Savings,1,36,No,636,Less than 40K,545239289.2
4998371082,56,Male,High School,Single,Savings,2,33,No,669,80K - 120K,542338414.4
4998371083,45,Female,Graduate,Single,Savings,2,71,Yes,624,Less than 40K,540636621.5
4998371084,65,Female,High School,Single,Savings,2,29,Yes,631,Less than 40K,545636621.5
4998371085,54,Female,High School,Divorced,Savings,2,48,No,753,Unknown,546636621.5
4998371086,42,Female,Graduate,Single,Savings,2,40,No,588,Unknown,547636621.5
4998371087,53,Female,Graduate,Married,Savings,2,26,Yes,729,40K - 60K,541712150.9
4998371088,63,Male,Unknown,Single,Current,2,42,No,602,40K - 60K,539660683.1
4998371089,49,Female,Graduate,Married,Savings,1,55,Yes,689,Less than 40K,532160559.1
4998371090,42,Female,Uneducated,Married,Savings,2,27,Yes,486,Less than 40K,531648209.1
4998371091,43,Female,Uneducated,Single,Savings,3,42,No,809,Less than 40K,531639552.1
4998371092,49,Female,High School,Divorced,Savings,1,38,Yes,562,Less than 40K,546639552.1
4998371093,44,Male,High School,Married,Savings,2,32,Yes,763,60K - 80K,547639552.1
4998371094,48,Male,Graduate,Married,Savings,2,57,Yes,669,40K - 60K,545748816.7
4998371095,44,Female,High School,Single,Savings,2,39,Yes,709,Unknown,542332488.3
4998371096,55,Female,Unknown,Unknown,Savings,2,45,Yes,554,Less than 40K,540594454.9
4998371097,46,Male,High School,Single,Current,2,37,No,699,60K - 80K,540592930.9
4998371098,49,Female,High School,Divorced,Savings,1,54,No,732,40K - 60K,548192930.9
4998371099,35,Female,Doctorate,Single,Savings,1,45,Yes,625,Less than 40K,547568959.2
4998371100,50,Male,Uneducated,Single,Savings,1,30,Yes,599,120K +,547539359.2
4998371101,55,Female,Unknown,Single,Savings,1,50,No,584,Less than 40K,544474395.2
4998371102,47,Male,Graduate,Unknown,Savings,2,35,Yes,499,120K +,542691299.5
4998371103,60,Female,Uneducated,Married,Savings,2,38,No,526,Less than 40K,540276698.5
4998371104,45,Male,High School,Married,Savings,2,35,Yes,625,80K - 120K,548176698.5
4998371105,51,Female,High School,Married,Savings,1,38,Yes,537,Less than 40K,548174509.5
4998371106,41,Male,High School,Married,Savings,1,47,Yes,696,Less than 40K,547547641.6
4998371107,54,Female,Unknown,Married,Savings,2,33,Yes,679,Less than 40K,548247641.6
4998371108,28,Female,Graduate,Divorced,Savings,1,60,Yes,684,Less than 40K,545628405.3
4998371109,50,Female,College,Divorced,Savings,1,32,Yes,850,Less than 40K,542612998.3
4998371110,44,Female,Graduate,Married,Savings,2,42,No,495,Less than 40K,540730722.6
4998371111,46,Female,Graduate,Married,Savings,1,38,No,537,Unknown,548230722.6
4998371112,47,Male,Unknown,Single,Savings,1,41,No,850,60K - 80K,547612439.2
4998371113,48,Male,Uneducated,Married,Savings,2,30,Yes,513,60K - 80K,545097149.7
4998371114,58,Female,High School,Married,Savings,2,40,Yes,618,Unknown,543400820.3
4998371115,65,Female,High School,Single,Savings,2,41,No,802,40K - 60K,541263554.7
4998371116,56,Female,Graduate,Single,Savings,1,43,No,547,Less than 40K,541260790.2
4998371117,48,Female,Graduate,Single,Savings,1,69,No,613,40K - 60K,546260790.2
4998371118,43,Male,Graduate,Single,Savings,2,34,Yes,592,40K - 60K,547260790.2
4998371119,41,Male,Graduate,Married,Savings,1,29,Yes,546,60K - 80K,548260790.2
4998371120,35,Female,Doctorate,Married,Savings,1,37,No,721,Less than 40K,547711850.4
4998371121,48,Female,High School,Married,Savings,2,47,Yes,671,Less than 40K,544949924.3
4998371122,50,Female,Unknown,Married,Savings,2,35,Yes,624,Less than 40K,543220571.2
4998371123,51,Female,High School,Single,Savings,1,51,Yes,751,Less than 40K,548220571.2
4998371124,45,Female,High School,Married,Savings,3,36,Yes,636,40K - 60K,547628029.8
4998371125,47,Female,Unknown,Single,Savings,1,62,Yes,607,Less than 40K,547638247.6
4998371126,35,Female,Uneducated,Married,Savings,2,29,Yes,509,Less than 40K,546026243.5
4998371127,58,Female,Graduate,Married,Savings,2,35,Yes,653,40K - 60K,540553349.2
4998371128,48,Female,Graduate,Married,Current,3,37,Yes,709,Less than 40K,539430850.4
4998371129,57,Male,Graduate,Single,Savings,1,32,Yes,559,120K +,538427819.8
4998371130,53,Female,High School,Married,Savings,2,37,Yes,684,Less than 40K,538417084.2
4998371131,46,Female,College,Married,Savings,1,27,Yes,635,Unknown,539417084.2
4998371132,39,Male,Graduate,Single,Savings,1,26,No,709,60K - 80K,548217084.2
4998371133,57,Female,Uneducated,Single,Savings,1,49,Yes,656,Less than 40K,548214267.2
4998371134,57,Female,College,Single,Savings,2,32,Yes,793,Less than 40K,542704205.9
